"","pid","wt","POP","HH","AGE5U","AGE18U","AGE65O","NFAM","NFAMALONE","POV","RACWHITE","RACBLACK","RACASIAN","RACHSPLAT","POV.FAM","POV.NFAM","POV.NFAMALONE"
"1462","504309d",13,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1463","504366a",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1464","504366b",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1465","504882",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1466","506437",23,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1467","507262a",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1468","507262b",6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1469","507942",74,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1470","508321a",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1471","508321b",13,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1472","508322a",82,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1473","508322b",86,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1474","508800",18,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1475","509161",12,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1476","509644a",33,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1477","509644b",36,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1478","509644c",35,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1479","509644d",35,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1480","510941",102,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"1481","512135a",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1482","512135b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1483","512253",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1484","512494a",19,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1485","512494b",20,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1486","512494c",19,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1487","513393",32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1488","513766a",15,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1489","513766b",11,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"1490","513766c",15,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1491","513916",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1492","514013a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1493","514013b",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1494","514013c",17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1495","514013d",16,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1496","514553a",48,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1497","514553b",51,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1498","514553c",51,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1499","514553d",52,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1500","515125",6,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
"1501","515249",20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1502","515948",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1503","516971a",19,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1504","516971b",15,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"1505","517808a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1506","517808b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1507","517808c",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1508","517808d",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1509","517808e",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1510","518708a",10,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"1511","518708b",9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1512","521462a",16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1513","521462b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1514","521479",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1515","521574",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1516","521645a",18,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1517","521645b",18,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1518","521805",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1519","521907a",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1520","521907b",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1521","522246a",7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1522","522246b",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1523","522649a",23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1524","522649b",17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1525","523050",17,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1526","523904a",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1527","523904b",12,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1528","525016a",26,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1529","525016b",29,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1530","525224a",8,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1531","525224b",10,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1532","525528a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1533","525528b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1534","525528c",31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1535","525528d",11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1536","525821a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1537","525821b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1538","526282a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1539","526282b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1540","526282c",21,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1541","526282d",20,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1542","526387a",18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1543","526387b",14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1544","526513a",11,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"1545","526513b",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1546","527624",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1547","527946",9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1548","530369a",7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1549","530369b",9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1550","530369c",11,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
"1551","530486a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1552","530486b",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1553","530486c",36,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1554","530486d",26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1555","532380",27,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1556","532922",48,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"1557","534402a",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1558","534402b",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1559","535583",17,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1560","537572",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1561","537828",16,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1562","538069",3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1563","538178",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1564","538422",5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1565","538572",8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1566","540150",8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1567","540880a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1568","540880b",18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1569","540880c",19,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1570","541261a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1571","541261b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1572","541762",15,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1573","543887a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1574","543887b",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1575","544169a",27,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"1576","544169b",28,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"1577","544276a",17,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1578","544276b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1579","544481",17,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1580","544482",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581","544990a",14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1582","544990b",13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1583","544990c",14,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
"1584","545950a",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1585","545950b",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1586","545950c",25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1587","545950d",25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1588","546330a",43,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
"1589","546330b",38,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1590","546711a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1591","546711b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1592","546711c",21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1593","546711d",21,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1594","546711e",16,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"1595","546794a",46,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"1596","546794b",81,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1597","546794c",61,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1598","546889a",41,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1599","546889b",43,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1600","546889c",43,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1601","547667",28,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"1602","548345",37,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"1603","548399",12,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"1604","548605",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1605","548845",15,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1606","549042",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1607","550172",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1608","551545",22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1609","553968",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1610","554034a",37,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1611","554034b",18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1612","554034c",42,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"1613","554034d",41,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"1614","554752",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1615","554795a",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1616","554795b",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1617","555499",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1618","556463",24,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1619","557088a",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1620","557088b",30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1621","557643",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1622","558309a",9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1623","558309b",8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1624","558390a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1625","558390b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1626","558390c",17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1627","558390d",16,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1628","558443a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1629","558443b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1630","558552a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1631","558552b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1632","558820",16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1633","559187",10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1634","560124",16,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1635","560209a",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1636","560209b",14,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1637","560401a",49,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1638","560401b",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1639","560401c",56,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"1640","560401d",36,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"1641","560468",25,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1642","560767a",25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1643","560767b",19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1644","560767c",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1645","560871",24,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1646","560990",13,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1647","562998a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1648","562998b",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1649","562998c",18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1650","562998d",18,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1651","562998e",16,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1652","563135",13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1653","563648a",25,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1654","563648b",24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1655","564467a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1656","564467b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1657","564547a",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1658","564547b",18,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1659","564547c",22,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
"1660","565132",9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1661","565409",4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1662","565554a",14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1663","565554b",15,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1664","567689a",16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1665","567689b",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1666","568145",24,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1667","568415",24,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1668","568473a",9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1669","568473b",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1670","569344a",20,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1671","569344b",22,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1672","569344c",16,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"1673","571004",16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1674","572206a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1675","572206b",19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1676","572525a",20,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1677","572525b",16,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1678","572525c",16,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1679","572525d",15,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1680","572614a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1681","572614b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1682","572894",17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1683","573554",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1684","575231",8,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1685","575672a",37,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1686","575672b",39,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1687","575911a",16,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"1688","575911b",16,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1689","575911c",14,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"1690","575911d",21,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1691","575914a",16,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1692","575914b",18,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1693","575914c",13,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"1694","576179a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1695","576179b",19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1696","576958",16,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1697","578586a",13,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1698","578586b",14,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1699","578921",4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1700","579132",18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1701","580195a",58,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"1702","580195b",47,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1703","580195c",43,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1704","580515a",19,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1705","580515b",40,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"1706","580515c",21,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1707","581120a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1708","581120b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1709","581120c",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1710","581120d",12,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1711","582496",13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1712","582844a",27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1713","582844b",26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1714","583256",26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1715","584049a",60,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1716","584049b",63,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1717","584049c",64,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1718","584049d",78,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1719","584764",26,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1720","585145a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1721","585145b",10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1722","585360a",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1723","585360b",24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1724","585724",16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1725","586181",30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"1726","586265a",25,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1727","586265b",27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1728","586471",10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"1729","586737a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1730","586737b",11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1731","586968a",17,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"1732","586968b",17,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"1733","588471",15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1734","589872",9,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1735","590376a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1736","590376b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1737","590615a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1738","590615b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1739","590615c",14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1740","591253",29,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"1741","591781a",12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1742","591781b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1743","591781c",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1744","591781d",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1745","591781e",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1746","591857",16,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1747","591883a",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1748","591883b",16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1749","591883c",22,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1750","593069",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1751","593571a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1752","593571b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1753","593571c",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1754","593689a",19,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"1755","593689b",17,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1756","594350a",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1757","594350b",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1758","594350c",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1759","594350d",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1760","594350e",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1761","597046",17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1762","597662a",12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1763","597662b",11,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1764","600551a",13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1765","600551b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1766","600551c",13,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1767","600551d",15,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1768","600786",5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1769","602147",17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1770","602367",2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1771","603280a",16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1772","603280b",15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1773","603663",16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1774","603932a",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1775","603932b",21,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1776","603932c",30,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1777","604005a",17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1778","604005b",22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1779","604005c",23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1780","604073",16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1781","604266",24,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1
"1782","604286a",20,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"1783","604286b",42,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
"1784","604286c",20,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"1785","604483",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1786","604542",26,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1787","604795a",21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1788","604795b",20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1789","605139a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1790","605139b",14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1791","605670a",20,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1792","605670b",20,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"1793","605860a",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1794","605860b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1795","605860c",16,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1796","605860d",16,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"1797","606338",18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1798","606612",12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1799","607225",4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"1800","607864a",37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1801","607864b",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1802","607864c",19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1803","607864d",19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1804","607864e",30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1805","607864f",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1806","607864g",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1807","608446",12,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"1808","608448a",16,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1809","608448b",15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1810","609971",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
